Trip_ID,From,To,Distance_KM,Bus_Type,Seats,Fuel_Price,Fuel_Average_KM_L,Fuel_Consumed_Liters,Fuel_Cost_Complete_Trip,Toll_Plaza,Police_Challan,Maintenance,Other_Expense,Driver_Helper_Fee,Total_Trip_Cost,Booking_Price,Profit
TRP21126,Okara,Chiniot,272,Non-AC,72,275.69,4.0,68.0,18746.92,952.0,0,544.0,1500,3019.85,21742.92,30198.5,8455.58
TRP21127,Sheikhupura,Bahawalpur,424,Non-AC,72,262.61,4.0,106.0,27836.66,1484.0,0,848.0,1500,4398.43,31668.66,43984.25,12315.59
TRP21128,Lodhran,Rajanpur,290,Non-AC,72,288.85,4.0,72.5,20941.62,1015.0,0,580.0,1500,3338.42,24036.62,33384.19,9347.57
TRP21129,Bahawalnagar,Toba Tek Singh,262,Non-AC,72,286.69,4.0,65.5,18778.19,917.0,0,524.0,1500,3016.55,21719.19,30165.54,8446.35
TRP21130,Sheikhupura,Sialkot,306,Non-AC,72,260.81,4.0,76.5,19951.97,1071.0,0,612.0,1500,3213.19,23134.97,32131.9,8996.93
TRP21131,Muzaffargarh,Attock,172,Non-AC,72,319.08,4.0,43.0,13720.44,602.0,0,344.0,1500,2245.34,16166.44,22453.39,6286.95
TRP21132,Narowal,Jhelum,372,Non-AC,72,311.88,4.0,93.0,29004.84,1302.0,0,744.0,1500,4520.95,32550.84,45209.5,12658.66
TRP21133,Jhelum,Bahawalnagar,402,Non-AC,72,263.06,4.0,100.5,26437.53,1407.0,0,804.0,1500,4187.3,30148.53,41872.96,11724.43
TRP21134,Faisalabad,Bahawalnagar,167,Non-AC,72,317.39,4.0,41.75,13251.03,584.5,0,334.0,1500,2176.32,15669.53,21763.24,6093.71
TRP21135,Bahawalpur,Khushab,302,Non-AC,72,279.01,4.0,75.5,21065.26,1057.0,0,604.0,1500,3364.76,24226.26,33647.58,9421.32
TRP21136,Mianwali,Multan,128,Non-AC,72,266.0,4.0,32.0,8512.0,448.0,0,256.0,1500,1488.33,10716.0,14883.33,4167.33
TRP21137,Bahawalnagar,Multan,342,Non-AC,72,319.88,4.0,85.5,27349.74,1197.0,0,684.0,1500,4268.16,30730.74,42681.58,11950.84
TRP21138,Wah Cantt,Jhelum,576,Non-AC,72,316.98,4.0,144.0,45645.12,2016.0,0,1152.0,1500,6987.93,50313.12,69879.33,19566.21
TRP21139,Rahim Yar Khan,Bahawalnagar,544,Non-AC,72,270.57,4.0,136.0,36797.52,1904.0,0,1088.0,1500,5734.66,41289.52,57346.56,16057.04
TRP21140,Sahiwal,Gujrat,187,Non-AC,72,296.8,4.0,46.75,13875.4,654.5,0,374.0,1500,2278.32,16403.9,22783.19,6379.29
TRP21141,Lodhran,Toba Tek Singh,350,Non-AC,72,264.2,4.0,87.5,23117.5,1225.0,0,700.0,1500,3686.46,26542.5,36864.58,10322.08
TRP21142,Faisalabad,Bahawalnagar,534,Non-AC,72,261.58,4.0,133.5,34920.93,1869.0,0,1068.0,1500,5466.38,39357.93,54663.79,15305.86
TRP21143,Lodhran,Narowal,563,Non-AC,72,287.63,4.0,140.75,40483.92,1970.5,0,1126.0,1500,6261.17,45080.42,62611.69,17531.27
TRP21144,Khanewal,Chiniot,243,Non-AC,72,292.8,4.0,60.75,17787.6,850.5,0,486.0,1500,2864.46,20624.1,28644.58,8020.48
TRP21145,Kasur,Toba Tek Singh,88,Non-AC,72,299.1,4.0,22.0,6580.2,308.0,0,176.0,1500,1189.47,8564.2,11894.72,3330.52
TRP21146,Chowk Munda,Rangpur,91,Non-AC,72,285.97,4.0,22.75,6505.82,318.5,0,182.0,1500,1181.43,8506.32,11814.33,3308.01
TRP21147,Jhelum,Mandi Bahauddin,187,Non-AC,72,315.35,4.0,46.75,14742.61,654.5,0,374.0,1500,2398.77,17271.11,23987.65,6716.54
TRP21148,Layyah,Bahawalpur,313,Non-AC,72,288.66,4.0,78.25,22587.65,1095.5,0,626.0,1500,3584.6,25809.15,35846.04,10036.89
TRP21149,Hafizabad,Chowk Munda,560,Non-AC,72,311.99,4.0,140.0,43678.6,1960.0,0,1120.0,1500,6702.58,48258.6,67025.83,18767.23
TRP21150,Chowk Munda,Bhakkar,277,Non-AC,72,262.66,4.0,69.25,18189.21,969.5,0,554.0,1500,2946.21,21212.71,29462.1,8249.39
TRP21151,Rajanpur,Kot Addu,444,Non-AC,72,278.69,4.0,111.0,30934.59,1554.0,0,888.0,1500,4843.97,34876.59,48439.71,13563.12
TRP21152,Lodhran,Attock,187,Non-AC,72,279.18,4.0,46.75,13051.67,654.5,0,374.0,1500,2163.91,15580.17,21639.12,6058.95
TRP21153,Bahawalpur,Toba Tek Singh,135,Non-AC,72,290.03,4.0,33.75,9788.51,472.5,0,270.0,1500,1670.97,12031.01,16709.74,4678.73
TRP21154,Lahore,Chiniot,287,Non-AC,72,280.03,4.0,71.75,20092.15,1004.5,0,574.0,1500,3218.15,23170.65,32181.46,9010.81
TRP21155,Okara,Hafizabad,379,Non-AC,72,275.62,4.0,94.75,26114.99,1326.5,0,758.0,1500,4124.93,29699.49,41249.29,11549.8
TRP21156,Lodhran,Vehari,358,Non-AC,72,272.76,4.0,89.5,24412.02,1253.0,0,716.0,1500,3872.36,27881.02,38723.64,10842.62
TRP21157,Layyah,Dera Ghazi Khan,283,Non-AC,72,289.77,4.0,70.75,20501.23,990.5,0,566.0,1500,3271.91,23557.73,32719.07,9161.34
TRP21158,Sialkot,Narowal,545,Non-AC,72,265.9,4.0,136.25,36228.88,1907.5,0,1090.0,1500,5656.44,40726.38,56564.42,15838.04
TRP21159,Wah Cantt,Kasur,528,Non-AC,72,310.96,4.0,132.0,41046.72,1848.0,0,1056.0,1500,6312.6,45450.72,63126.0,17675.28
TRP21160,Chiniot,Narowal,404,Non-AC,72,310.13,4.0,101.0,31323.13,1414.0,0,808.0,1500,4867.38,35045.13,48673.79,13628.66
TRP21161,Sheikhupura,Bahawalpur,432,Non-AC,72,295.53,4.0,108.0,31917.24,1512.0,0,864.0,1500,4971.28,35793.24,49712.83,13919.59
TRP21162,Sialkot,Gujranwala,60,Non-AC,72,267.39,4.0,15.0,4010.85,210.0,0,120.0,1500,811.23,5840.85,8112.29,2271.44
TRP21163,Okara,Sialkot,419,Non-AC,72,307.41,4.0,104.75,32201.2,1466.5,0,838.0,1500,5000.79,36005.7,50007.92,14002.22
TRP21164,Chiniot,Hafizabad,586,Non-AC,72,279.72,4.0,146.5,40978.98,2051.0,0,1172.0,1500,6347.5,45701.98,63474.97,17772.99
TRP21165,Okara,Wah Cantt,430,Non-AC,72,293.38,4.0,107.5,31538.35,1505.0,0,860.0,1500,4917.13,35403.35,49171.32,13767.97
TRP21166,Multan,Wah Cantt,419,Non-AC,72,319.29,4.0,104.75,33445.63,1466.5,0,838.0,1500,5173.63,37250.13,51736.29,14486.16
TRP21167,Sahiwal,Lahore,519,Non-AC,72,298.4,4.0,129.75,38717.4,1816.5,0,1038.0,1500,5982.21,43071.9,59822.08,16750.18
TRP21168,Wah Cantt,Muzaffargarh,284,Non-AC,72,286.56,4.0,71.0,20345.76,994.0,0,568.0,1500,3251.08,23407.76,32510.78,9103.02
TRP21169,Sheikhupura,Mandi Bahauddin,357,Non-AC,72,261.67,4.0,89.25,23354.05,1249.5,0,714.0,1500,3724.66,26817.55,37246.6,10429.05
TRP21170,Gujrat,Mianwali,131,Non-AC,72,285.62,4.0,32.75,9354.06,458.5,0,262.0,1500,1607.58,11574.56,16075.78,4501.22
TRP21171,Lahore,Sargodha,146,Non-AC,72,274.38,4.0,36.5,10014.87,511.0,0,292.0,1500,1710.82,12317.87,17108.15,4790.28
TRP21172,Mandi Bahauddin,Wah Cantt,530,Non-AC,72,263.97,4.0,132.5,34976.03,1855.0,0,1060.0,1500,5470.98,39391.03,54709.76,15318.73
TRP21173,Jhelum,Sialkot,517,Non-AC,72,278.41,4.0,129.25,35984.49,1809.5,0,1034.0,1500,5601.11,40327.99,56011.1,15683.11
TRP21174,Narowal,Rahim Yar Khan,181,Non-AC,72,285.89,4.0,45.25,12936.52,633.5,0,362.0,1500,2143.34,15432.02,21433.36,6001.34
TRP21175,Sahiwal,Dera Ghazi Khan,100,Non-AC,72,296.04,4.0,25.0,7401.0,350.0,0,200.0,1500,1312.64,9451.0,13126.39,3675.39
TRP21176,Khushab,Attock,171,Non-AC,72,305.86,4.0,42.75,13075.52,598.5,0,342.0,1500,2155.0,15516.02,21550.03,6034.01
TRP21177,Jhelum,Khanewal,584,Non-AC,72,274.84,4.0,146.0,40126.64,2044.0,0,1168.0,1500,6227.59,44838.64,62275.89,17437.25
TRP21178,Lodhran,Gujrat,227,Non-AC,72,291.5,4.0,56.75,16542.62,794.5,0,454.0,1500,2679.32,19291.12,26793.22,7502.1
TRP21179,Chowk Munda,Rajanpur,244,Non-AC,72,273.87,4.0,61.0,16706.07,854.0,0,488.0,1500,2715.01,19548.07,27150.1,7602.03
TRP21180,Chiniot,Rajanpur,377,Non-AC,72,267.83,4.0,94.25,25242.98,1319.5,0,754.0,1500,4002.29,28816.48,40022.89,11206.41
TRP21181,Jhang,Hafizabad,432,Non-AC,72,277.36,4.0,108.0,29954.88,1512.0,0,864.0,1500,4698.73,33830.88,46987.33,13156.45
TRP21182,Toba Tek Singh,Jhang,455,Non-AC,72,315.46,4.0,113.75,35883.57,1592.5,0,910.0,1500,5539.73,39886.07,55397.32,15511.25
TRP21183,Pakpattan,Chiniot,334,Non-AC,72,307.98,4.0,83.5,25716.33,1169.0,0,668.0,1500,4035.18,29053.33,40351.85,11298.52
TRP21184,Lahore,Chiniot,427,Non-AC,72,287.14,4.0,106.75,30652.19,1494.5,0,854.0,1500,4791.76,34500.69,47917.62,13416.93
TRP21185,Chiniot,Multan,143,Non-AC,72,278.32,4.0,35.75,9949.94,500.5,0,286.0,1500,1699.51,12236.44,16995.06,4758.62
TRP21186,Lodhran,Layyah,596,Non-AC,72,272.68,4.0,149.0,40629.32,2086.0,0,1192.0,1500,6306.57,45407.32,63065.72,17658.4
TRP21187,Gujrat,Chowk Munda,409,Non-AC,72,278.36,4.0,102.25,28462.31,1431.5,0,818.0,1500,4473.86,32211.81,44738.62,12526.81
TRP21188,Bhakkar,Layyah,171,Non-AC,72,284.13,4.0,42.75,12146.56,598.5,0,342.0,1500,2025.98,14587.06,20259.81,5672.75
TRP21189,Bahawalpur,Kot Addu,284,Non-AC,72,292.95,4.0,71.0,20799.45,994.0,0,568.0,1500,3314.09,23861.45,33140.9,9279.45
TRP21190,Pakpattan,Dera Ghazi Khan,168,Non-AC,72,285.89,4.0,42.0,12007.38,588.0,0,336.0,1500,2004.36,14431.38,20043.58,5612.2
TRP21191,Hafizabad,Pakpattan,442,Non-AC,72,276.49,4.0,110.5,30552.15,1547.0,0,884.0,1500,4789.33,34483.15,47893.26,13410.11
TRP21192,Muzaffargarh,Sargodha,505,Non-AC,72,307.04,4.0,126.25,38763.8,1767.5,0,1010.0,1500,5977.96,43041.3,59779.58,16738.28
TRP21193,Layyah,Sargodha,501,Non-AC,72,275.05,4.0,125.25,34450.01,1753.5,0,1002.0,1500,5375.77,38705.51,53757.65,15052.14
TRP21194,Attock,Okara,250,Non-AC,72,303.91,4.0,62.5,18994.38,875.0,0,500.0,1500,3037.41,21869.38,30374.14,8504.76
TRP21195,Bahawalpur,Gujranwala,260,Non-AC,72,304.68,4.0,65.0,19804.2,910.0,0,520.0,1500,3157.53,22734.2,31575.28,8841.08
TRP21196,Narowal,Gujranwala,463,Non-AC,72,260.08,4.0,115.75,30104.26,1620.5,0,926.0,1500,4743.16,34150.76,47431.61,13280.85
TRP21197,Kasur,Chiniot,240,Non-AC,72,308.12,4.0,60.0,18487.2,840.0,0,480.0,1500,2959.33,21307.2,29593.33,8286.13
TRP21198,Sahiwal,Kasur,192,Non-AC,72,278.09,4.0,48.0,13348.32,672.0,0,384.0,1500,2208.93,15904.32,22089.33,6185.01
TRP21199,Mandi Bahauddin,Rajanpur,423,Non-AC,72,285.3,4.0,105.75,30170.48,1480.5,0,846.0,1500,4721.8,33996.98,47218.03,13221.05
TRP21200,Muzaffargarh,Rajanpur,398,Non-AC,72,302.22,4.0,99.5,30070.89,1393.0,0,796.0,1500,4688.87,33759.89,46888.74,13128.85
TRP21201,Okara,Hafizabad,492,Non-AC,72,267.99,4.0,123.0,32962.77,1722.0,0,984.0,1500,5162.33,37168.77,51623.29,14454.52
TRP21202,Gujranwala,Rahim Yar Khan,536,Non-AC,72,285.61,4.0,134.0,38271.74,1876.0,0,1072.0,1500,5933.3,42719.74,59332.97,16613.23
TRP21203,Khanewal,Attock,94,Non-AC,72,274.63,4.0,23.5,6453.81,329.0,0,188.0,1500,1176.5,8470.81,11765.01,3294.2
TRP21204,Hafizabad,Pakpattan,324,Non-AC,72,307.88,4.0,81.0,24938.28,1134.0,0,648.0,1500,3919.48,28220.28,39194.83,10974.55
TRP21205,Okara,Sahiwal,534,Non-AC,72,261.23,4.0,133.5,34874.21,1869.0,0,1068.0,1500,5459.89,39311.21,54598.9,15287.69
TRP21206,Bhakkar,Faisalabad,90,Non-AC,72,276.71,4.0,22.5,6225.97,315.0,0,180.0,1500,1141.8,8220.97,11418.01,3197.04
TRP21207,Lahore,Khanewal,306,Non-AC,72,291.67,4.0,76.5,22312.76,1071.0,0,612.0,1500,3541.08,25495.76,35410.78,9915.02
TRP21208,Multan,Muzaffargarh,166,Non-AC,72,268.31,4.0,41.5,11134.86,581.0,0,332.0,1500,1881.65,13547.86,18816.47,5268.61
TRP21209,Okara,Chowk Munda,329,Non-AC,72,272.34,4.0,82.25,22399.96,1151.5,0,658.0,1500,3570.76,25709.46,35707.58,9998.12
TRP21210,Jhang,Gujrat,289,Non-AC,72,265.23,4.0,72.25,19162.87,1011.5,0,578.0,1500,3090.61,22252.37,30906.07,8653.7
TRP21211,Chakwal,Sargodha,136,Non-AC,72,260.22,4.0,34.0,8847.48,476.0,0,272.0,1500,1541.04,11095.48,15410.39,4314.91
TRP21212,Gujranwala,Sahiwal,85,Non-AC,72,309.91,4.0,21.25,6585.59,297.5,0,170.0,1500,1187.93,8553.09,11879.29,3326.2
TRP21213,Mandi Bahauddin,Rajanpur,590,Non-AC,72,299.22,4.0,147.5,44134.95,2065.0,0,1180.0,1500,6788.88,48879.95,67888.82,19008.87
TRP21214,Narowal,Hafizabad,435,Non-AC,72,262.17,4.0,108.75,28510.99,1522.5,0,870.0,1500,4500.48,32403.49,45004.85,12601.36
TRP21215,Gujrat,Pakpattan,443,Non-AC,72,282.4,4.0,110.75,31275.8,1550.5,0,886.0,1500,4890.6,35212.3,48905.97,13693.67
TRP21216,Narowal,Khushab,584,Non-AC,72,277.39,4.0,146.0,40498.94,2044.0,0,1168.0,1500,6279.3,45210.94,62792.97,17582.03
TRP21217,Dera Ghazi Khan,Lodhran,378,Non-AC,72,287.56,4.0,94.5,27174.42,1323.0,0,756.0,1500,4271.31,30753.42,42713.08,11959.66
TRP21218,Okara,Bahawalnagar,133,Non-AC,72,286.21,4.0,33.25,9516.48,465.5,0,266.0,1500,1631.66,11747.98,16316.64,4568.66
TRP21219,Layyah,Gujranwala,399,Non-AC,72,282.28,4.0,99.75,28157.43,1396.5,0,798.0,1500,4423.88,31851.93,44238.79,12386.86
TRP21220,Rawalpindi,Okara,300,Non-AC,72,305.93,4.0,75.0,22944.75,1050.0,0,600.0,1500,3624.27,26094.75,36242.71,10147.96
TRP21221,Muzaffargarh,Kot Addu,45,Non-AC,72,316.65,4.0,11.25,3562.31,157.5,0,90.0,1500,737.47,5309.81,7374.74,2064.93
TRP21222,Toba Tek Singh,Kot Addu,401,Non-AC,72,300.85,4.0,100.25,30160.21,1403.5,0,802.0,1500,4703.57,33865.71,47035.71,13170.0
TRP21223,Mianwali,Bahawalnagar,94,Non-AC,72,277.21,4.0,23.5,6514.43,329.0,0,188.0,1500,1184.92,8531.43,11849.21,3317.78
TRP21224,Muzaffargarh,Chowk Munda,35,Non-AC,72,273.16,4.0,8.75,2390.15,122.5,0,70.0,1500,567.04,4082.65,5670.35,1587.7
TRP21225,Toba Tek Singh,Sialkot,103,Non-AC,72,319.63,4.0,25.75,8230.47,360.5,0,206.0,1500,1430.14,10296.97,14301.35,4004.38
TRP21226,Khushab,Jhang,221,Non-AC,72,270.34,4.0,55.25,14936.28,773.5,0,442.0,1500,2451.64,17651.78,24516.36,6864.58
TRP21227,Sheikhupura,Layyah,403,Non-AC,72,316.66,4.0,100.75,31903.5,1410.5,0,806.0,1500,4947.22,35620.0,49472.22,13852.22
TRP21228,Sargodha,Multan,420,Non-AC,72,268.84,4.0,105.0,28228.2,1470.0,0,840.0,1500,4449.75,32038.2,44497.5,12459.3
TRP21229,Bhakkar,Sargodha,258,Non-AC,72,307.29,4.0,64.5,19820.21,903.0,0,516.0,1500,3158.22,22739.21,31582.24,8843.03
TRP21230,Bahawalnagar,Chakwal,245,Non-AC,72,291.45,4.0,61.25,17851.31,857.5,0,490.0,1500,2874.84,20698.81,28748.35,8049.54
TRP21231,Bahawalpur,Attock,154,Non-AC,72,300.06,4.0,38.5,11552.31,539.0,0,308.0,1500,1930.46,13899.31,19304.6,5405.29
TRP21232,Sialkot,Kot Addu,351,Non-AC,72,296.81,4.0,87.75,26045.08,1228.5,0,702.0,1500,4093.83,29475.58,40938.31,11462.73
TRP21233,Attock,Mianwali,245,Non-AC,72,275.43,4.0,61.25,16870.09,857.5,0,490.0,1500,2738.55,19717.59,27385.54,7667.95
TRP21234,Sheikhupura,Multan,234,Non-AC,72,313.95,4.0,58.5,18366.08,819.0,0,468.0,1500,2937.93,21153.08,29379.28,8226.2
TRP21235,Multan,Wah Cantt,302,Non-AC,72,306.74,4.0,75.5,23158.87,1057.0,0,604.0,1500,3655.54,26319.87,36555.38,10235.51
TRP21236,Layyah,Pakpattan,425,Non-AC,72,283.49,4.0,106.25,30120.81,1487.5,0,850.0,1500,4716.43,33958.31,47164.32,13206.01
TRP21237,Rawalpindi,Jhelum,146,Non-AC,72,271.86,4.0,36.5,9922.89,511.0,0,292.0,1500,1698.04,12225.89,16980.4,4754.51
TRP21238,Multan,Rajanpur,138,Non-AC,72,292.57,4.0,34.5,10093.66,483.0,0,276.0,1500,1715.65,12352.66,17156.47,4803.81
TRP21239,Chowk Munda,Chiniot,95,Non-AC,72,315.9,4.0,23.75,7502.62,332.5,0,190.0,1500,1322.93,9525.12,13229.33,3704.21
TRP21240,Sheikhupura,Sargodha,565,Non-AC,72,305.19,4.0,141.25,43108.09,1977.5,0,1130.0,1500,6627.16,47715.59,66271.65,18556.06
TRP21241,Gujranwala,Chowk Munda,401,Non-AC,72,294.66,4.0,100.25,29539.67,1403.5,0,802.0,1500,4617.39,33245.17,46173.85,12928.68
TRP21242,Khushab,Vehari,507,Non-AC,72,300.69,4.0,126.75,38112.46,1774.5,0,1014.0,1500,5889.02,42400.96,58890.22,16489.26
TRP21243,Mianwali,Attock,401,Non-AC,72,296.66,4.0,100.25,29740.17,1403.5,0,802.0,1500,4645.23,33445.67,46452.32,13006.65
TRP21244,Kot Addu,Muzaffargarh,45,Non-AC,72,318.56,4.0,11.25,3583.8,157.5,0,90.0,1500,740.46,5331.3,7404.58,2073.28
TRP21245,Bahawalnagar,Dera Ghazi Khan,208,Non-AC,72,300.64,4.0,52.0,15633.28,728.0,0,416.0,1500,2538.51,18277.28,25385.11,7107.83
TRP21246,Nankana Sahib,Rahim Yar Khan,476,Non-AC,72,290.76,4.0,119.0,34600.44,1666.0,0,952.0,1500,5377.56,38718.44,53775.61,15057.17
TRP21247,Layyah,Khanewal,552,Non-AC,72,303.78,4.0,138.0,41921.64,1932.0,0,1104.0,1500,6452.45,46457.64,64524.5,18066.86
TRP21248,Wah Cantt,Chiniot,297,Non-AC,72,313.11,4.0,74.25,23248.42,1039.5,0,594.0,1500,3664.16,26381.92,36641.56,10259.64
TRP21249,Faisalabad,Gujranwala,347,Non-AC,72,260.74,4.0,86.75,22619.19,1214.5,0,694.0,1500,3614.96,26027.69,36149.57,10121.88
TRP21250,Rahim Yar Khan,Muzaffargarh,524,Non-AC,72,262.37,4.0,131.0,34370.47,1834.0,0,1048.0,1500,5382.29,38752.47,53822.88,15070.41
TRP21251,Lodhran,Sialkot,239,Non-AC,72,289.47,4.0,59.75,17295.83,836.5,0,478.0,1500,2793.1,20110.33,27931.01,7820.68
TRP21252,Bhakkar,Pakpattan,564,Non-AC,72,318.75,4.0,141.0,44943.75,1974.0,0,1128.0,1500,6881.35,49545.75,68813.54,19267.79
TRP21253,Toba Tek Singh,Bahawalnagar,167,Non-AC,72,301.69,4.0,41.75,12595.56,584.5,0,334.0,1500,2085.29,15014.06,20852.86,5838.8
TRP21254,Gujrat,Mianwali,422,Non-AC,72,310.97,4.0,105.5,32807.34,1477.0,0,844.0,1500,5087.27,36628.34,50872.69,14244.35
TRP21255,Vehari,Chiniot,295,Non-AC,72,315.87,4.0,73.75,23295.41,1032.5,0,590.0,1500,3669.15,26417.91,36691.54,10273.63
TRP21256,Bhakkar,Lodhran,153,Non-AC,72,312.22,4.0,38.25,11942.42,535.5,0,306.0,1500,1983.88,14283.92,19838.78,5554.86
TRP21257,Chakwal,Sialkot,148,Non-AC,72,263.42,4.0,37.0,9746.54,518.0,0,296.0,1500,1675.08,12060.54,16750.75,4690.21
TRP21258,Rawalpindi,Chiniot,465,Non-AC,72,281.69,4.0,116.25,32746.46,1627.5,0,930.0,1500,5111.66,36803.96,51116.61,14312.65
TRP21259,Jhang,Rawalpindi,201,Non-AC,72,311.2,4.0,50.25,15637.8,703.5,0,402.0,1500,2533.79,18243.3,25337.92,7094.62
TRP21260,Lodhran,Gujranwala,520,Non-AC,72,318.14,4.0,130.0,41358.2,1820.0,0,1040.0,1500,6349.75,45718.2,63497.5,17779.3
TRP21261,Lahore,Vehari,243,Non-AC,72,299.6,4.0,60.75,18200.7,850.5,0,486.0,1500,2921.83,21037.2,29218.33,8181.13
TRP21262,Hafizabad,Wah Cantt,415,Non-AC,72,305.8,4.0,103.75,31726.75,1452.5,0,830.0,1500,4931.84,35509.25,49318.4,13809.15
TRP21263,Rawalpindi,Lahore,275,Non-AC,72,290.59,4.0,68.75,19978.06,962.5,0,550.0,1500,3193.13,22990.56,31931.33,8940.77
TRP21264,Sargodha,Rahim Yar Khan,545,Non-AC,72,314.59,4.0,136.25,42862.89,1907.5,0,1090.0,1500,6577.83,47360.39,65778.32,18417.93
TRP21265,Mandi Bahauddin,Chiniot,564,Non-AC,72,263.44,4.0,141.0,37145.04,1974.0,0,1128.0,1500,5798.2,41747.04,57982.0,16234.96
TRP21266,Bahawalpur,Okara,356,Non-AC,72,295.86,4.0,89.0,26331.54,1246.0,0,712.0,1500,4137.44,29789.54,41374.36,11584.82
TRP21267,Dera Ghazi Khan,Khanewal,280,Non-AC,72,298.35,4.0,70.0,20884.5,980.0,0,560.0,1500,3322.85,23924.5,33228.47,9303.97
TRP21268,Nankana Sahib,Bahawalnagar,217,Non-AC,72,315.37,4.0,54.25,17108.82,759.5,0,434.0,1500,2750.32,19802.32,27503.22,7700.9
TRP21269,Mandi Bahauddin,Rawalpindi,531,Non-AC,72,271.48,4.0,132.75,36038.97,1858.5,0,1062.0,1500,5619.37,40459.47,56193.71,15734.24
TRP21270,Faisalabad,Chowk Munda,250,Non-AC,72,312.24,4.0,62.5,19515.0,875.0,0,500.0,1500,3109.72,22390.0,31097.22,8707.22
TRP21271,Okara,Narowal,421,Non-AC,72,266.05,4.0,105.25,28001.76,1473.5,0,842.0,1500,4419.06,31817.26,44190.64,12373.38
TRP21272,Attock,Rangpur,215,Non-AC,72,276.64,4.0,53.75,14869.4,752.5,0,430.0,1500,2437.76,17551.9,24377.64,6825.74
TRP21273,Gujranwala,Chowk Munda,148,Non-AC,72,316.43,4.0,37.0,11707.91,518.0,0,296.0,1500,1947.49,14021.91,19474.88,5452.97
TRP21274,Toba Tek Singh,Chowk Munda,281,Non-AC,72,268.35,4.0,70.25,18851.59,983.5,0,562.0,1500,3041.26,21897.09,30412.62,8515.53
TRP21275,Chakwal,Toba Tek Singh,246,Non-AC,72,274.11,4.0,61.5,16857.76,861.0,0,492.0,1500,2737.61,19710.76,27376.06,7665.3
TRP21276,Multan,Bahawalnagar,200,Non-AC,72,313.75,4.0,50.0,15687.5,700.0,0,400.0,1500,2539.93,18287.5,25399.31,7111.81
TRP21277,Attock,Mandi Bahauddin,176,Non-AC,72,316.01,4.0,44.0,13904.44,616.0,0,352.0,1500,2273.95,16372.44,22739.5,6367.06
TRP21278,Sialkot,Rajanpur,132,Non-AC,72,319.28,4.0,33.0,10536.24,462.0,0,264.0,1500,1772.53,12762.24,17725.33,4963.09
TRP21279,Gujranwala,Vehari,410,Non-AC,72,305.47,4.0,102.5,31310.68,1435.0,0,820.0,1500,4870.23,35065.68,48702.33,13636.65
TRP21280,Nankana Sahib,Multan,428,Non-AC,72,266.59,4.0,107.0,28525.13,1498.0,0,856.0,1500,4497.1,32379.13,44971.01,12591.88
TRP21281,Mianwali,Sialkot,278,Non-AC,72,279.32,4.0,69.5,19412.74,973.0,0,556.0,1500,3116.91,22441.74,31169.08,8727.34
TRP21282,Kot Addu,Mianwali,459,Non-AC,72,266.56,4.0,114.75,30587.76,1606.5,0,918.0,1500,4807.26,34612.26,48072.58,13460.32
TRP21283,Khanewal,Dera Ghazi Khan,174,Non-AC,72,277.57,4.0,43.5,12074.3,609.0,0,348.0,1500,2018.24,14531.3,20182.36,5651.06
TRP21284,Attock,Khanewal,94,Non-AC,72,299.51,4.0,23.5,7038.48,329.0,0,188.0,1500,1257.71,9055.48,12577.06,3521.58
TRP21285,Pakpattan,Bahawalnagar,539,Non-AC,72,279.98,4.0,134.75,37727.31,1886.5,0,1078.0,1500,5859.97,42191.81,58599.74,16407.93
TRP21286,Toba Tek Singh,Chakwal,405,Non-AC,72,277.66,4.0,101.25,28113.08,1417.5,0,810.0,1500,4422.3,31840.58,44223.03,12382.45
TRP21287,Vehari,Bahawalpur,166,Non-AC,72,262.76,4.0,41.5,10904.54,581.0,0,332.0,1500,1849.66,13317.54,18496.58,5179.04
TRP21288,Bahawalnagar,Chowk Munda,342,Non-AC,72,277.83,4.0,85.5,23754.47,1197.0,0,684.0,1500,3768.82,27135.47,37688.15,10552.68
TRP21289,Narowal,Nankana Sahib,439,Non-AC,72,282.18,4.0,109.75,30969.26,1536.5,0,878.0,1500,4844.97,34883.76,48449.67,13565.91
TRP21290,Hafizabad,Multan,587,Non-AC,72,262.44,4.0,146.75,38513.07,2054.5,0,1174.0,1500,6005.77,43241.57,60057.74,16816.17
TRP21291,Mianwali,Muzaffargarh,520,Non-AC,72,306.7,4.0,130.0,39871.0,1820.0,0,1040.0,1500,6143.19,44231.0,61431.94,17200.94
TRP21292,Rajanpur,Chiniot,307,Non-AC,72,295.89,4.0,76.75,22709.56,1074.5,0,614.0,1500,3596.95,25898.06,35969.53,10071.47
TRP21293,Layyah,Gujranwala,233,Non-AC,72,293.27,4.0,58.25,17082.98,815.5,0,466.0,1500,2758.96,19864.48,27589.56,7725.08
TRP21294,Hafizabad,Muzaffargarh,486,Non-AC,72,283.83,4.0,121.5,34485.35,1701.0,0,972.0,1500,5369.22,38658.35,53692.15,15033.8
TRP21295,Okara,Chiniot,97,Non-AC,72,307.49,4.0,24.25,7456.63,339.5,0,194.0,1500,1318.07,9490.13,13180.74,3690.61
TRP21296,Kot Addu,Lodhran,403,Non-AC,72,270.12,4.0,100.75,27214.59,1410.5,0,806.0,1500,4295.98,30931.09,42959.85,12028.76
TRP21297,Sheikhupura,Kasur,573,Non-AC,72,307.78,4.0,143.25,44089.48,2005.5,0,1146.0,1500,6769.58,48740.98,67695.81,18954.83
